[7-9];2.31168831169
>9;2.20833333333
empeora;1.45833333333
estable;1.89208633094
mejora;1.77272727273
Medio_inestable;3.92156862745
Muy_inestable;3.75

[7-9];1.92207792208
>9;1.3125
empeora;1.20833333333
estable;1.88489208633
mejora;1.24242424242
Medio_inestable;2.3431372549
Muy_inestable;2.09210526316

[7-9];0.62987012987
>9;0.375
empeora;0.375
estable;0.726618705036
mejora;0.606060606061
Medio_inestable;0.754901960784
Muy_inestable;0.776315789474

[7-9];1.53896103896
>9;1.14583333333
empeora;0.958333333333
estable;1.58992805755
mejora;0.893939393939
Medio_inestable;1.98039215686
Muy_inestable;1.80263157895

[7-9];0.38961038961
>9;0.375
empeora;0.125
estable;0.287769784173
mejora;0.257575757576
Medio_inestable;0.460784313725
Muy_inestable;0.342105263158

[7-9];0.344155844156
>9;0.104166666667
empeora;0.25
estable;0.31654676259
mejora;0.181818181818
Medio_inestable;0.235294117647
Muy_inestable;0.276315789474

[7-9];0.681818181818
>9;0.5
empeora;0.291666666667
estable;0.690647482014
mejora;0.560606060606
Medio_inestable;0.813725490196
Muy_inestable;1.17105263158

[7-9];0.331168831169
>9;0.3125
empeora;0.208333333333
estable;0.489208633094
mejora;0.363636363636
Medio_inestable;0.352941176471
Muy_inestable;0.315789473684

[7-9];0.0584415584416
>9;0.104166666667
empeora;0.0
estable;0.165467625899
mejora;0.0757575757576
Medio_inestable;0.0686274509804
Muy_inestable;0.171052631579

